,AG,AI_AR,BL_BS,BE_JU,FR,GE_VD,GL,GR,LU,NE,NW_OW_UR,SG,SH_ZH,SZ_ZG,SO,TG,TI,VS
2050-04-05 09:00,0.522,0.514981459,0.525333514,0.545889762,0.565,0.607897239,0.618,0.62,0.576,0.512,0.631390873,0.5,0.517406748,0.635053109,0.534,0.48,0.529,0.732
2050-04-05 10:00,0.549,0.575396581,0.536667027,0.545383201,0.595,0.672847045,0.601,0.644,0.606,0.537,0.630497721,0.572,0.547207863,0.601212261,0.534,0.539,0.554,0.783
2050-04-05 11:00,0.593,0.610208283,0.579533081,0.619312327,0.652,0.715119989,0.689,0.75,0.629,0.596,0.663796125,0.586,0.584584275,0.631836749,0.599,0.561,0.62,0.757
2050-04-05 12:00,0.544,0.560962918,0.547133405,0.618448808,0.662,0.708635284,0.679,0.686,0.617,0.624,0.667297374,0.538,0.538112366,0.662261271,0.587,0.498,0.582,0.723
2050-04-05 13:00,0.465,0.494717554,0.459200108,0.53046193,0.59,0.652827443,0.564,0.597,0.529,0.541,0.562221782,0.48,0.46046742,0.537506148,0.495,0.441,0.492,0.661
2050-04-05 14:00,0.384,0.389736094,0.384266811,0.420162724,0.48,0.56337333,0.409,0.438,0.416,0.428,0.435595832,0.387,0.370528092,0.408085724,0.399,0.361,0.405,0.549
2050-04-05 15:00,0.272,0.270415122,0.277200108,0.295259841,0.335,0.390938818,0.27,0.282,0.278,0.311,0.288680649,0.271,0.268,0.274583675,0.283,0.267,0.265,0.391
2050-04-05 16:00,0.138,0.125,0.141133405,0.150629921,0.167,0.195454114,0.127,0.126,0.133,0.16,0.134429238,0.124,0.130147191,0.128416325,0.145,0.127,0.121,0.188
2050-04-05 17:00,0.016,0.011584878,0.018066703,0.01924672,0.022,0.028242352,0.012,0.01,0.015,0.022,0.014415943,0.011,0.015,0.014,0.019,0.013,0.012,0.021
2050-04-05 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-05 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-05 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-05 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-05 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-05 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 05:00,0.024,0.035830243,0.018933297,0.017,0.015,0.010838432,0.033,0.038,0.026,0.014,0.027485945,0.036,0.028147191,0.028791837,0.018,0.032,0.031,0.015
2050-04-06 06:00,0.217,0.236075608,0.211866595,0.215136481,0.215,0.206111375,0.246,0.253,0.228,0.206,0.233654059,0.234,0.221852809,0.233542862,0.213,0.222,0.242,0.241
2050-04-06 07:00,0.435,0.44549073,0.428866595,0.438519682,0.442,0.434949807,0.471,0.49,0.452,0.43,0.463522737,0.44,0.438264046,0.458710212,0.434,0.431,0.479,0.484
2050-04-06 08:00,0.603,0.583320973,0.599933297,0.618026243,0.625,0.619030591,0.645,0.667,0.631,0.612,0.649807358,0.569,0.592644946,0.637836749,0.61,0.567,0.664,0.675
2050-04-06 09:00,0.683,0.576132675,0.699800433,0.741656164,0.752,0.748030591,0.725,0.765,0.732,0.739,0.759138485,0.544,0.612432595,0.728632685,0.73,0.528,0.786,0.805
2050-04-06 10:00,0.729,0.582057067,0.755867135,0.809532804,0.824,0.823030591,0.75,0.777,0.777,0.812,0.808254992,0.549,0.641930351,0.77438371,0.794,0.543,0.842,0.842
2050-04-06 11:00,0.666,0.523320973,0.719534163,0.808175846,0.838,0.84159608,0.665,0.703,0.693,0.831,0.737659703,0.496,0.599584275,0.697257173,0.779,0.523,0.83,0.842
2050-04-06 12:00,0.606,0.449660486,0.640200649,0.726669285,0.786,0.818515295,0.611,0.633,0.651,0.791,0.694581506,0.422,0.550203374,0.669926572,0.69,0.468,0.767,0.842
2050-04-06 13:00,0.517,0.396660486,0.542867135,0.610039365,0.672,0.736323136,0.491,0.539,0.535,0.656,0.562581018,0.378,0.464497756,0.527004099,0.579,0.41,0.661,0.766
2050-04-06 14:00,0.402,0.312736094,0.432667027,0.473383201,0.532,0.59277725,0.403,0.425,0.422,0.522,0.44571234,0.295,0.351644946,0.414795936,0.455,0.304,0.509,0.625
2050-04-06 15:00,0.25,0.185660486,0.264333514,0.293136481,0.333,0.394069795,0.229,0.259,0.253,0.316,0.271880454,0.177,0.215558427,0.2413347,0.278,0.189,0.346,0.424
2050-04-06 16:00,0.101,0.082660486,0.107133405,0.128013122,0.154,0.19377725,0.092,0.121,0.098,0.146,0.104143097,0.078,0.087883145,0.082457138,0.117,0.083,0.161,0.204
2050-04-06 17:00,0.015,0.007584878,0.016066703,0.01812336,0.021,0.025565489,0.009,0.009,0.013,0.022,0.012682168,0.007,0.012,0.011208163,0.017,0.01,0.012,0.023
2050-04-06 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-06 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 05:00,0.025,0.035415122,0.021933297,0.017,0.014,0.010838432,0.033,0.037,0.026,0.014,0.027485945,0.036,0.028147191,0.028791837,0.02,0.031,0.032,0.015
2050-04-07 06:00,0.225,0.246245365,0.217799892,0.220889762,0.221,0.213111375,0.254,0.256,0.239,0.212,0.248256512,0.245,0.232264046,0.2463347,0.218,0.233,0.252,0.249
2050-04-07 07:00,0.447,0.47249073,0.438799892,0.448272963,0.453,0.445949807,0.49,0.506,0.469,0.44,0.48412519,0.469,0.456264046,0.478293887,0.443,0.455,0.492,0.497
2050-04-07 08:00,0.625,0.650320973,0.616799892,0.631026243,0.637,0.630949807,0.671,0.699,0.65,0.624,0.667709247,0.646,0.632969664,0.659877562,0.624,0.63,0.672,0.687
2050-04-07 09:00,0.747,0.770736094,0.739799892,0.756902883,0.764,0.758869023,0.794,0.823,0.774,0.752,0.791975472,0.766,0.753822473,0.783669399,0.749,0.75,0.792,0.816
2050-04-07 10:00,0.815,0.836320973,0.808799892,0.827779523,0.836,0.831788239,0.842,0.842,0.842,0.825,0.842,0.831,0.820822473,0.841375512,0.818,0.816,0.842,0.842
2050-04-07 11:00,0.833,0.842,0.827799892,0.840766402,0.842,0.841838432,0.842,0.842,0.842,0.842,0.842,0.842,0.836822473,0.842,0.837,0.831,0.842,0.842
2050-04-07 12:00,0.802,0.814905851,0.797933297,0.817026243,0.827,0.826030591,0.84,0.842,0.825,0.819,0.839471131,0.81,0.804822473,0.832085724,0.808,0.798,0.834,0.842
2050-04-07 13:00,0.723,0.72949073,0.720866595,0.738272963,0.749,0.750272943,0.753,0.774,0.743,0.743,0.757055188,0.725,0.723822473,0.748502049,0.73,0.717,0.749,0.793
2050-04-07 14:00,0.594,0.593660486,0.593,0.609519682,0.62,0.624515295,0.615,0.63,0.609,0.615,0.620153299,0.589,0.591822473,0.612126537,0.602,0.584,0.612,0.657
2050-04-07 15:00,0.414,0.405830243,0.415,0.429889762,0.44,0.445919216,0.424,0.433,0.425,0.438,0.432401129,0.402,0.409528092,0.424751025,0.423,0.401,0.422,0.466
2050-04-07 16:00,0.199,0.181,0.202066703,0.212506561,0.221,0.228242352,0.194,0.195,0.202,0.221,0.204214619,0.179,0.191264046,0.199375512,0.208,0.183,0.196,0.233
2050-04-07 17:00,0.021,0.011,0.023066703,0.02512336,0.027,0.031323136,0.012,0.01,0.017,0.029,0.015098112,0.011,0.015,0.014208163,0.024,0.013,0.011,0.025
2050-04-07 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-07 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 05:00,0.026,0.037830243,0.023933297,0.021,0.018,0.012757648,0.035,0.041,0.028,0.015,0.029485945,0.038,0.031147191,0.031583675,0.022,0.033,0.034,0.018
2050-04-08 06:00,0.22,0.245075608,0.214799892,0.214383201,0.212,0.202030591,0.25,0.268,0.231,0.207,0.239990287,0.243,0.227852809,0.238542862,0.214,0.231,0.248,0.23
2050-04-08 07:00,0.436,0.460905851,0.429866595,0.434136481,0.434,0.422949807,0.472,0.495,0.45,0.428,0.463274908,0.458,0.443264046,0.458918374,0.432,0.444,0.471,0.463
2050-04-08 08:00,0.606,0.628905851,0.600799892,0.609766402,0.612,0.601111375,0.644,0.671,0.623,0.606,0.638274908,0.626,0.613116855,0.631710212,0.606,0.612,0.642,0.648
2050-04-08 09:00,0.724,0.745905851,0.718866595,0.731519682,0.735,0.726192159,0.763,0.791,0.742,0.73,0.75812519,0.741,0.728969664,0.750502049,0.726,0.728,0.758,0.775
2050-04-08 10:00,0.789,0.809320973,0.784866595,0.800272963,0.806,0.799272943,0.83,0.842,0.809,0.8,0.825541133,0.805,0.793822473,0.817293887,0.793,0.791,0.821,0.842
2050-04-08 11:00,0.805,0.823320973,0.801866595,0.818272963,0.826,0.822353727,0.842,0.842,0.827,0.821,0.840303017,0.818,0.809528092,0.835293887,0.811,0.805,0.836,0.842
2050-04-08 12:00,0.775,0.788905851,0.771933297,0.789272963,0.799,0.797434511,0.813,0.838,0.797,0.793,0.813957076,0.784,0.777528092,0.805085724,0.781,0.772,0.804,0.842
2050-04-08 13:00,0.697,0.70549073,0.694933297,0.713272963,0.723,0.72459608,0.73,0.752,0.719,0.718,0.733639245,0.7,0.697528092,0.724293887,0.705,0.691,0.723,0.766
2050-04-08 14:00,0.571,0.573075608,0.57,0.587519682,0.598,0.602757648,0.596,0.613,0.589,0.593,0.601887074,0.568,0.568675282,0.592710212,0.58,0.562,0.591,0.636
2050-04-08 15:00,0.397,0.392245365,0.398,0.413766402,0.424,0.430919216,0.412,0.422,0.411,0.42,0.41971896,0.388,0.392822473,0.4113347,0.407,0.385,0.409,0.452
2050-04-08 16:00,0.192,0.18,0.194066703,0.205383201,0.213,0.221161568,0.193,0.194,0.198,0.212,0.201382733,0.177,0.186264046,0.19616735,0.2,0.179,0.192,0.227
2050-04-08 17:00,0.022,0.011584878,0.024066703,0.02612336,0.028,0.032242352,0.012,0.009,0.02,0.03,0.016098112,0.011,0.018852809,0.017208163,0.025,0.014,0.011,0.026
2050-04-08 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-08 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 05:00,0.028,0.039415122,0.025933297,0.023,0.02,0.013757648,0.037,0.042,0.03,0.019,0.031485945,0.04,0.032147191,0.032791837,0.024,0.035,0.035,0.02
2050-04-09 06:00,0.214,0.239075608,0.207799892,0.206506561,0.204,0.194192159,0.244,0.26,0.225,0.199,0.234574343,0.238,0.222705618,0.233542862,0.206,0.226,0.237,0.225
2050-04-09 07:00,0.423,0.44949073,0.417799892,0.415629921,0.416,0.404192159,0.46,0.481,0.437,0.409,0.450326514,0.447,0.432411237,0.448710212,0.416,0.434,0.451,0.451
2050-04-09 08:00,0.59,0.613905851,0.584799892,0.584506561,0.587,0.577192159,0.628,0.654,0.604,0.58,0.619760853,0.611,0.598264046,0.616502049,0.583,0.598,0.622,0.631
2050-04-09 09:00,0.704,0.725905851,0.699866595,0.701506561,0.707,0.700353727,0.739,0.77,0.718,0.701,0.733709247,0.723,0.710558427,0.726918374,0.7,0.711,0.74,0.756
2050-04-09 10:00,0.768,0.785905851,0.764866595,0.768383201,0.776,0.771515295,0.798,0.831,0.782,0.77,0.797975472,0.783,0.772411237,0.789918374,0.765,0.772,0.804,0.829
2050-04-09 11:00,0.784,0.79749073,0.780866595,0.788136481,0.796,0.79559608,0.812,0.842,0.798,0.79,0.814391415,0.794,0.787116855,0.806710212,0.783,0.785,0.819,0.842
2050-04-09 12:00,0.754,0.763075608,0.750933297,0.761013122,0.771,0.772757648,0.78,0.807,0.768,0.766,0.783657641,0.76,0.756116855,0.775710212,0.755,0.753,0.785,0.825
2050-04-09 13:00,0.676,0.680075608,0.675,0.687136481,0.699,0.703838432,0.698,0.722,0.689,0.695,0.702639245,0.676,0.675969664,0.694126537,0.681,0.671,0.703,0.748
2050-04-09 14:00,0.552,0.548245365,0.555066703,0.568136481,0.579,0.586,0.565,0.584,0.562,0.577,0.573153299,0.545,0.549116855,0.564542862,0.561,0.542,0.571,0.62
2050-04-09 15:00,0.385,0.372830243,0.389200108,0.401506561,0.411,0.419242352,0.389,0.399,0.391,0.411,0.398401129,0.37,0.378411237,0.390959187,0.396,0.371,0.391,0.44
2050-04-09 16:00,0.189,0.173,0.193066703,0.20075328,0.208,0.216323136,0.183,0.185,0.19,0.21,0.191798676,0.171,0.181705618,0.187583675,0.197,0.175,0.181,0.22
2050-04-09 17:00,0.023,0.012584878,0.025066703,0.02712336,0.029,0.033242352,0.013,0.01,0.021,0.031,0.019098112,0.012,0.019,0.018208163,0.026,0.015,0.013,0.027
2050-04-09 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-09 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 05:00,0.03,0.040415122,0.027933297,0.02587664,0.023,0.019515295,0.039,0.044,0.032,0.022,0.033901888,0.041,0.034147191,0.034791837,0.026,0.037,0.038,0.024
2050-04-10 06:00,0.203,0.225075608,0.196866595,0.19187664,0.189,0.180353727,0.229,0.246,0.213,0.183,0.22140623,0.224,0.211,0.220542862,0.193,0.213,0.223,0.213
2050-04-10 07:00,0.401,0.42549073,0.394866595,0.38612336,0.385,0.374111375,0.434,0.457,0.413,0.378,0.426592739,0.424,0.411441573,0.424126537,0.387,0.413,0.429,0.426
2050-04-10 08:00,0.559,0.58449073,0.552933297,0.54524672,0.547,0.534272943,0.594,0.623,0.572,0.539,0.588760853,0.582,0.570441573,0.584710212,0.546,0.572,0.595,0.599
2050-04-10 09:00,0.667,0.69349073,0.661933297,0.657,0.657,0.649838432,0.702,0.733,0.681,0.644,0.697877361,0.692,0.677588763,0.692710212,0.657,0.68,0.7,0.72
2050-04-10 10:00,0.728,0.75249073,0.721933297,0.71875328,0.722,0.721242352,0.761,0.793,0.743,0.71,0.759391415,0.751,0.737588763,0.752918374,0.718,0.74,0.758,0.787
2050-04-10 11:00,0.736,0.76249073,0.727933297,0.728506561,0.724,0.713342739,0.77,0.796,0.753,0.73,0.768073584,0.761,0.748588763,0.762126537,0.726,0.751,0.762,0.789
2050-04-10 12:00,0.686,0.716075608,0.680933297,0.68487664,0.673,0.64995842,0.711,0.73,0.698,0.698,0.708153299,0.717,0.699030336,0.70316735,0.683,0.707,0.702,0.717
2050-04-10 13:00,0.594,0.612660486,0.595066703,0.597370079,0.577,0.540139591,0.605,0.605,0.603,0.601,0.611134903,0.616,0.598588763,0.606959187,0.597,0.604,0.604,0.611
2050-04-10 14:00,0.458,0.460245365,0.462200108,0.429577435,0.416,0.412128602,0.464,0.455,0.461,0.433,0.469672455,0.461,0.457558427,0.470126537,0.442,0.455,0.46,0.461
2050-04-10 15:00,0.285,0.287660486,0.290133405,0.249947514,0.256,0.295836057,0.3,0.296,0.279,0.27,0.289527838,0.286,0.286705618,0.2953347,0.262,0.283,0.281,0.287
2050-04-10 16:00,0.114,0.118830243,0.120200108,0.102343836,0.109,0.130493318,0.127,0.127,0.108,0.124,0.116892175,0.116,0.118294382,0.120959187,0.107,0.117,0.118,0.123
2050-04-10 17:00,0.015,0.013584878,0.016133405,0.015370079,0.017,0.022130977,0.015,0.013,0.014,0.018,0.014733775,0.013,0.016,0.015791837,0.015,0.015,0.013,0.019
2050-04-10 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-10 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 05:00,0.033,0.020415122,0.031933297,0.029,0.026,0.022676864,0.026,0.038,0.031,0.022,0.028831886,0.018,0.028705618,0.027416325,0.03,0.023,0.039,0.027
2050-04-11 06:00,0.175,0.116754635,0.146199567,0.147669285,0.142,0.154080784,0.155,0.178,0.186,0.108,0.181229433,0.106,0.172147191,0.178791837,0.145,0.15,0.207,0.185
2050-04-11 07:00,0.267,0.310018541,0.197065621,0.255774257,0.262,0.273534898,0.33,0.357,0.34,0.189,0.356695952,0.305,0.347207863,0.360293887,0.222,0.361,0.404,0.391
2050-04-11 08:00,0.308,0.498830243,0.250665946,0.329404178,0.322,0.302039204,0.458,0.517,0.43,0.248,0.466082266,0.513,0.41353258,0.453171449,0.293,0.472,0.564,0.545
2050-04-11 09:00,0.403,0.571320973,0.364733189,0.412448808,0.411,0.380089398,0.527,0.596,0.512,0.4,0.546601422,0.589,0.463644946,0.531506148,0.391,0.508,0.67,0.589
2050-04-11 10:00,0.55,0.576584878,0.520933297,0.581364813,0.559,0.55695842,0.579,0.59,0.601,0.554,0.608048513,0.585,0.561112366,0.625922473,0.562,0.562,0.691,0.58
2050-04-11 11:00,0.662,0.516527811,0.619866054,0.685553781,0.647,0.666515295,0.568,0.507,0.69,0.53,0.665133872,0.516,0.624584275,0.681836749,0.666,0.578,0.664,0.674
2050-04-11 12:00,0.636,0.48873465,0.567865513,0.592391056,0.541,0.523351352,0.52,0.417,0.685,0.449,0.664894237,0.495,0.641761801,0.673126537,0.583,0.61,0.567,0.695
2050-04-11 13:00,0.456,0.508452203,0.398665946,0.426475051,0.411,0.406220375,0.526,0.447,0.519,0.367,0.551831344,0.515,0.530705618,0.568338798,0.409,0.549,0.539,0.576
2050-04-11 14:00,0.33,0.396584878,0.328,0.361409444,0.355,0.345534898,0.395,0.374,0.353,0.37,0.381513512,0.404,0.357792137,0.393379611,0.349,0.373,0.429,0.385
2050-04-11 15:00,0.259,0.246075608,0.270400216,0.273616799,0.261,0.26037333,0.245,0.244,0.249,0.269,0.244079716,0.248,0.233086519,0.242791837,0.275,0.226,0.263,0.274
2050-04-11 16:00,0.134,0.114584878,0.138133405,0.14587664,0.146,0.155,0.127,0.117,0.133,0.145,0.133051606,0.113,0.127852809,0.13516735,0.143,0.12,0.129,0.154
2050-04-11 17:00,0.026,0.018584878,0.028066703,0.02924672,0.031,0.035161568,0.021,0.018,0.024,0.031,0.022831886,0.018,0.023,0.022208163,0.029,0.021,0.019,0.03
2050-04-11 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-11 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 05:00,0.03,0.043415122,0.025866595,0.026506561,0.022,0.017919216,0.041,0.044,0.035,0.019,0.035901888,0.044,0.035558427,0.037583675,0.026,0.039,0.041,0.026
2050-04-12 06:00,0.151,0.224075608,0.124399676,0.138669285,0.127,0.129807841,0.225,0.228,0.195,0.106,0.201640764,0.224,0.181670794,0.209085724,0.133,0.192,0.216,0.165
2050-04-12 07:00,0.307,0.421320973,0.261199567,0.284695528,0.286,0.322019602,0.427,0.449,0.375,0.255,0.392486434,0.42,0.364051694,0.401628586,0.271,0.383,0.42,0.364
2050-04-12 08:00,0.494,0.576566338,0.470466378,0.454,0.471,0.506858034,0.594,0.632,0.521,0.473,0.546500217,0.572,0.536030336,0.562004099,0.454,0.548,0.575,0.527
2050-04-12 09:00,0.608,0.683566338,0.598599784,0.613272963,0.625,0.653565489,0.699,0.741,0.626,0.628,0.647215596,0.678,0.642264046,0.666420424,0.605,0.654,0.659,0.633
2050-04-12 10:00,0.701,0.745151216,0.693533081,0.719039365,0.724,0.739161568,0.751,0.796,0.722,0.715,0.721986705,0.742,0.708761801,0.7273347,0.709,0.713,0.689,0.741
2050-04-12 11:00,0.727,0.750981459,0.717666486,0.748545925,0.758,0.768,0.764,0.807,0.749,0.743,0.747976503,0.746,0.720203374,0.741751025,0.736,0.717,0.681,0.797
2050-04-12 12:00,0.707,0.703736094,0.696666486,0.733175846,0.748,0.751030591,0.732,0.752,0.739,0.734,0.74896679,0.7,0.691614611,0.739836749,0.717,0.675,0.668,0.796
2050-04-12 13:00,0.636,0.638075608,0.628866595,0.664792645,0.68,0.67562667,0.664,0.659,0.673,0.67,0.687204906,0.636,0.631350565,0.680212261,0.649,0.618,0.602,0.732
2050-04-12 14:00,0.525,0.531075608,0.521866595,0.548779523,0.556,0.55259608,0.557,0.548,0.553,0.546,0.564672455,0.527,0.522644946,0.560253074,0.538,0.512,0.503,0.605
2050-04-12 15:00,0.372,0.361245365,0.371933297,0.387643042,0.389,0.391130977,0.379,0.374,0.382,0.386,0.388868678,0.359,0.362380901,0.383126537,0.381,0.352,0.358,0.418
2050-04-12 16:00,0.181,0.165,0.182933297,0.188,0.196,0.205969409,0.174,0.169,0.185,0.199,0.186214619,0.164,0.173822473,0.181583675,0.185,0.168,0.172,0.205
2050-04-12 17:00,0.028,0.019,0.030066703,0.03124672,0.034,0.038242352,0.02,0.018,0.025,0.036,0.024098112,0.019,0.024,0.023208163,0.031,0.022,0.02,0.032
2050-04-12 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-12 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-13 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-13 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-13 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-13 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-13 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050-04-13 05:00,0.035,0.047415122,0.032933297,0.02987664,0.027,0.022676864,0.046,0.048,0.037,0.026,0.039485945,0.047,0.039294382,0.040583675,0.031,0.043,0.042,0.028
