,AG,AI_AR,BL_BS,BE_JU,FR,GE_VD,GL,GR,LU,NE,NW_OW_UR,SG,SH_ZH,SZ_ZG,SO,TG,TI,VS
2015-01-01 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 07:00,0.021,0.072566338,0.013933297,0.033532804,0.036,0.04059608,0.086,0.117,0.057,0.02,0.075326514,0.071,0.031939328,0.068628586,0.024,0.034,0.11,0.076
2015-01-01 08:00,0.187,0.339132675,0.162733189,0.274650897,0.296,0.319707455,0.368,0.405,0.325,0.25,0.361045474,0.339,0.225168549,0.341759222,0.23,0.233,0.385,0.383
2015-01-01 09:00,0.384,0.515057067,0.370733189,0.482364813,0.505,0.508949807,0.541,0.571,0.507,0.489,0.536709247,0.514,0.418843832,0.519257173,0.443,0.425,0.551,0.563
2015-01-01 10:00,0.503,0.604396581,0.494666486,0.593351692,0.609,0.610515295,0.627,0.65,0.603,0.596,0.626807358,0.603,0.531726977,0.611130636,0.56,0.536,0.636,0.657
2015-01-01 11:00,0.566,0.627905851,0.550399676,0.62346193,0.639,0.643919216,0.648,0.667,0.632,0.626,0.64990547,0.624,0.589198885,0.637836749,0.596,0.591,0.654,0.684
2015-01-01 12:00,0.499,0.580566338,0.492666486,0.585968491,0.604,0.611,0.604,0.621,0.589,0.591,0.609737356,0.578,0.518813496,0.593963286,0.554,0.519,0.61,0.648
2015-01-01 13:00,0.385,0.460981459,0.380666486,0.479475051,0.5,0.511242352,0.491,0.506,0.477,0.488,0.500171695,0.459,0.396869679,0.483130636,0.445,0.39,0.5,0.547
2015-01-01 14:00,0.184,0.251151216,0.180866595,0.284858252,0.311,0.328323136,0.289,0.302,0.264,0.3,0.293993868,0.245,0.202696641,0.279714311,0.244,0.197,0.304,0.358
2015-01-01 15:00,0.014,0.015415122,0.016133405,0.042026243,0.056,0.074050193,0.027,0.027,0.024,0.052,0.03171896,0.014,0.013822473,0.0273347,0.03,0.011,0.039,0.079
2015-01-01 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-01 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 07:00,0.03,0.051245365,0.020666486,0.036532804,0.04,0.03959608,0.053,0.055,0.048,0.028,0.053868678,0.052,0.038116855,0.048959187,0.028,0.04,0.089,0.056
2015-01-02 08:00,0.206,0.260566338,0.161399135,0.228391056,0.248,0.264,0.272,0.283,0.262,0.189,0.286521218,0.258,0.221995511,0.263461237,0.193,0.222,0.347,0.353
2015-01-02 09:00,0.317,0.43588731,0.242732107,0.351223066,0.365,0.382161568,0.495,0.49,0.454,0.276,0.498886043,0.427,0.360311251,0.481342897,0.3,0.352,0.52,0.527
2015-01-02 10:00,0.317,0.473038526,0.233132324,0.386152192,0.41,0.448161568,0.564,0.58,0.523,0.289,0.573133872,0.459,0.376311251,0.549555158,0.314,0.362,0.601,0.602
2015-01-02 11:00,0.244,0.360340958,0.168932216,0.30713907,0.342,0.396523909,0.52,0.597,0.43,0.248,0.508702084,0.33,0.268934839,0.46676742,0.233,0.239,0.617,0.587
2015-01-02 12:00,0.116,0.212529256,0.07626627,0.157897617,0.19,0.27995842,0.324,0.433,0.247,0.109,0.318327545,0.194,0.140056183,0.270595971,0.114,0.132,0.513,0.46
2015-01-02 13:00,0.049,0.086472189,0.044066703,0.068286084,0.082,0.103847045,0.132,0.216,0.086,0.059,0.124819622,0.078,0.052852809,0.098379611,0.056,0.048,0.347,0.243
2015-01-02 14:00,0.018,0.023075608,0.014066703,0.027396322,0.031,0.036727057,0.038,0.07,0.029,0.017,0.039419525,0.019,0.019588763,0.028959187,0.021,0.017,0.086,0.088
2015-01-02 15:00,0,0,0,0,0,0.001161568,0,0.002,0,0,0.000850282,0,0,0,0,0,0.004,0.008
2015-01-02 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-02 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 07:00,0.005,0.035736094,0.002933297,0.030422565,0.03,0.027192159,0.046,0.066,0.04,0.015,0.051168114,0.037,0.009411237,0.045004099,0.014,0.01,0.078,0.067
2015-01-03 08:00,0.068,0.240019986,0.055866595,0.248918594,0.273,0.247910602,0.302,0.335,0.258,0.222,0.304920284,0.244,0.08984832,0.278518444,0.153,0.093,0.332,0.371
2015-01-03 09:00,0.184,0.383095594,0.149132865,0.396627243,0.413,0.355567864,0.489,0.532,0.44,0.324,0.489788962,0.372,0.22025058,0.456102119,0.293,0.206,0.493,0.541
2015-01-03 10:00,0.244,0.310208283,0.192332432,0.364587879,0.288,0.321849421,0.442,0.487,0.377,0.134,0.439703603,0.287,0.260661816,0.424514346,0.297,0.222,0.467,0.549
2015-01-03 11:00,0.131,0.204396581,0.076999459,0.181073463,0.155,0.131364716,0.284,0.297,0.278,0.078,0.322418005,0.194,0.164462931,0.286302084,0.129,0.152,0.397,0.412
2015-01-03 12:00,0.053,0.09649073,0.039666486,0.071559047,0.073,0.069465102,0.121,0.16,0.088,0.048,0.13090802,0.094,0.07223371,0.110004099,0.056,0.075,0.356,0.225
2015-01-03 13:00,0.023,0.038075608,0.016933297,0.038286084,0.038,0.033838432,0.057,0.076,0.045,0.02,0.070960658,0.036,0.027822473,0.054877562,0.029,0.024,0.22,0.145
2015-01-03 14:00,0.006,0.009830243,0.007066703,0.00875328,0.01,0.009838432,0.017,0.035,0.009,0.005,0.022657641,0.008,0.006705618,0.01316735,0.008,0.005,0.181,0.06
2015-01-03 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.005
2015-01-03 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-03 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 07:00,0.015,0.013584878,0.015866595,0.002740159,0.003,0.001838432,0.009,0.025,0.005,0.003,0.007602453,0.013,0.018,0.00583265,0.005,0.021,0.096,0.011
2015-01-04 08:00,0.132,0.103263906,0.152733189,0.063031509,0.054,0.052353727,0.076,0.134,0.066,0.064,0.078909051,0.104,0.136324718,0.068579576,0.085,0.151,0.342,0.096
2015-01-04 09:00,0.255,0.178018541,0.306066703,0.156433098,0.139,0.12218117,0.128,0.227,0.12,0.182,0.137225364,0.182,0.223385389,0.114326502,0.199,0.238,0.499,0.202
2015-01-04 10:00,0.394,0.235452203,0.448466919,0.254601089,0.277,0.260685477,0.18,0.31,0.211,0.365,0.246483937,0.24,0.349065161,0.202073428,0.305,0.35,0.626,0.352
2015-01-04 11:00,0.485,0.288942933,0.521667027,0.421459341,0.435,0.495019602,0.318,0.429,0.367,0.458,0.407951487,0.277,0.422553939,0.357077527,0.453,0.373,0.664,0.518
2015-01-04 12:00,0.442,0.202,0.498400757,0.47478479,0.478,0.484523909,0.326,0.408,0.362,0.538,0.41008791,0.177,0.344324718,0.360751025,0.486,0.26,0.615,0.515
2015-01-04 13:00,0.289,0.182641946,0.367734812,0.436370079,0.464,0.492080784,0.257,0.343,0.288,0.48,0.322626004,0.172,0.183350565,0.255212261,0.422,0.137,0.505,0.46
2015-01-04 14:00,0.112,0.064075608,0.164934379,0.204727037,0.265,0.327676864,0.078,0.141,0.086,0.279,0.101842142,0.058,0.074324718,0.0666653,0.189,0.064,0.302,0.291
2015-01-04 15:00,0.008,0.002,0.016266811,0.02712336,0.046,0.083888625,0.002,0.004,0.004,0.053,0.005532451,0.002,0.004147191,0.002208163,0.023,0.003,0.041,0.063
2015-01-04 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-04 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 07:00,0.066,0.104736094,0.055733189,0.069779523,0.072,0.067434511,0.121,0.153,0.093,0.06,0.108910571,0.102,0.075614611,0.103877562,0.064,0.074,0.149,0.107
2015-01-05 08:00,0.353,0.391566338,0.341666486,0.368669285,0.379,0.377111375,0.42,0.451,0.392,0.361,0.414195192,0.386,0.357493267,0.404628586,0.357,0.347,0.435,0.435
2015-01-05 09:00,0.526,0.558566338,0.516799892,0.540286084,0.551,0.549434511,0.587,0.616,0.56,0.536,0.581143586,0.553,0.531320229,0.571836749,0.529,0.525,0.595,0.608
2015-01-05 10:00,0.617,0.642736094,0.610799892,0.631656164,0.644,0.645676864,0.669,0.695,0.647,0.631,0.666975472,0.637,0.622675282,0.656461237,0.622,0.618,0.677,0.7
2015-01-05 11:00,0.641,0.661736094,0.635866595,0.658656164,0.672,0.675838432,0.689,0.713,0.669,0.659,0.687391415,0.656,0.644528092,0.677669399,0.648,0.638,0.695,0.725
2015-01-05 12:00,0.603,0.616320973,0.598866595,0.622656164,0.638,0.644080784,0.645,0.667,0.629,0.626,0.647073584,0.611,0.603380901,0.636669399,0.612,0.595,0.651,0.69
2015-01-05 13:00,0.496,0.501905851,0.493933297,0.520656164,0.537,0.547242352,0.531,0.55,0.522,0.527,0.537171695,0.496,0.494086519,0.525877562,0.509,0.484,0.542,0.587
2015-01-05 14:00,0.307,0.301075608,0.307,0.337532804,0.356,0.371565489,0.331,0.345,0.33,0.347,0.343101693,0.296,0.300644946,0.331293887,0.324,0.288,0.35,0.402
2015-01-05 15:00,0.047,0.031,0.050066703,0.072396322,0.088,0.112211761,0.045,0.045,0.056,0.085,0.059480844,0.029,0.038822473,0.05116735,0.063,0.031,0.063,0.116
2015-01-05 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-05 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 07:00,0.07,0.110320973,0.059666486,0.071026243,0.072,0.067676864,0.122,0.152,0.093,0.06,0.108494628,0.108,0.081822473,0.105085724,0.065,0.085,0.15,0.106
2015-01-06 08:00,0.35,0.393151216,0.339666486,0.360162724,0.371,0.371434511,0.416,0.444,0.382,0.356,0.403097081,0.388,0.363675282,0.397836749,0.35,0.363,0.428,0.421
2015-01-06 09:00,0.514,0.554151216,0.505733189,0.527162724,0.54,0.53859608,0.574,0.607,0.541,0.524,0.561143586,0.549,0.523822473,0.551877562,0.517,0.524,0.585,0.593
2015-01-06 10:00,0.595,0.631151216,0.579466378,0.605052486,0.616,0.623484705,0.648,0.679,0.626,0.594,0.645241697,0.628,0.603675282,0.632877562,0.593,0.604,0.665,0.678
2015-01-06 11:00,0.592,0.642736094,0.566066162,0.603202089,0.621,0.648211761,0.667,0.692,0.641,0.586,0.6653117,0.639,0.612644946,0.654420424,0.585,0.614,0.684,0.695
2015-01-06 12:00,0.509,0.584396581,0.477799351,0.530721771,0.559,0.608100386,0.612,0.646,0.566,0.522,0.597133872,0.579,0.535025847,0.586379611,0.505,0.539,0.635,0.647
2015-01-06 13:00,0.358,0.429226824,0.330999459,0.403981612,0.451,0.518858034,0.454,0.505,0.422,0.418,0.450110376,0.424,0.37584832,0.430795936,0.369,0.377,0.511,0.543
2015-01-06 14:00,0.163,0.190320973,0.155733189,0.230968491,0.287,0.354565489,0.218,0.239,0.21,0.263,0.233722542,0.187,0.163731465,0.214420424,0.195,0.155,0.294,0.364
2015-01-06 15:00,0.019,0.013,0.019,0.043779523,0.064,0.088242352,0.019,0.02,0.026,0.056,0.028480844,0.012,0.014411237,0.021583675,0.032,0.011,0.043,0.096
2015-01-06 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-06 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 07:00,0.01,0.041641946,0.002933297,0.028422565,0.032,0.050515295,0.105,0.145,0.072,0.008,0.101760853,0.034,0.013675282,0.08421636,0.012,0.009,0.096,0.104
2015-01-07 08:00,0.076,0.188586323,0.044733189,0.217041954,0.226,0.319353727,0.376,0.44,0.325,0.097,0.39306387,0.165,0.085817985,0.339857243,0.124,0.064,0.372,0.425
2015-01-07 09:00,0.148,0.321473634,0.106733189,0.385952692,0.4,0.496484705,0.539,0.605,0.483,0.228,0.558082266,0.291,0.15954945,0.497861341,0.259,0.126,0.544,0.601
2015-01-07 10:00,0.23,0.405718998,0.189,0.510349014,0.533,0.589807841,0.626,0.689,0.573,0.398,0.644932548,0.372,0.23239777,0.587318479,0.388,0.184,0.633,0.693
2015-01-07 11:00,0.302,0.441567782,0.258733189,0.545283407,0.591,0.617484705,0.65,0.706,0.593,0.517,0.662170664,0.404,0.303982045,0.616522543,0.44,0.245,0.658,0.717
2015-01-07 12:00,0.286,0.396171202,0.239199567,0.514160047,0.554,0.582646273,0.58,0.649,0.532,0.482,0.593263675,0.36,0.292012381,0.543142932,0.409,0.242,0.616,0.677
2015-01-07 13:00,0.21,0.268435107,0.167066162,0.389587879,0.446,0.489080784,0.481,0.53,0.436,0.372,0.502605003,0.233,0.213605633,0.461061306,0.291,0.162,0.507,0.578
2015-01-07 14:00,0.108,0.119302432,0.078399676,0.230866108,0.283,0.310080784,0.248,0.315,0.251,0.23,0.286590731,0.098,0.104376412,0.22955106,0.154,0.077,0.32,0.394
2015-01-07 15:00,0.009,0.006830243,0.005933297,0.041682407,0.057,0.08040392,0.02,0.037,0.03,0.032,0.037176308,0.005,0.007264046,0.019959187,0.02,0.004,0.058,0.12
2015-01-07 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-07 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 07:00,0.019,0.074396581,0.009933297,0.040052486,0.032,0.039515295,0.115,0.128,0.084,0.006,0.109494628,0.069,0.03246742,0.096506148,0.026,0.03,0.135,0.106
2015-01-08 08:00,0.194,0.29288731,0.157599784,0.278580024,0.257,0.301303534,0.38,0.406,0.356,0.132,0.394461417,0.279,0.222570808,0.369302084,0.236,0.196,0.416,0.417
2015-01-08 09:00,0.418,0.442811702,0.377332432,0.491443542,0.505,0.492545886,0.539,0.566,0.524,0.466,0.5543117,0.422,0.418120258,0.53704901,0.45,0.372,0.574,0.584
2015-01-08 10:00,0.495,0.470793162,0.470265729,0.575430421,0.6,0.600869023,0.601,0.642,0.591,0.574,0.620554428,0.441,0.452769694,0.59121636,0.539,0.384,0.65,0.673
2015-01-08 11:00,0.484,0.40388731,0.468599243,0.588950103,0.621,0.630030591,0.525,0.588,0.57,0.595,0.595908563,0.38,0.418362946,0.545089823,0.548,0.348,0.666,0.695
2015-01-08 12:00,0.419,0.340151216,0.39453254,0.545112827,0.578,0.578111375,0.456,0.494,0.523,0.548,0.545936672,0.319,0.368393282,0.495089823,0.493,0.304,0.61,0.656
2015-01-08 13:00,0.305,0.253736094,0.262665946,0.431275552,0.445,0.449303534,0.37,0.388,0.434,0.37,0.458137997,0.235,0.276748335,0.408840848,0.369,0.221,0.503,0.551
2015-01-08 14:00,0.141,0.121075608,0.102132865,0.222703383,0.224,0.228292545,0.217,0.222,0.266,0.169,0.294530931,0.109,0.136107877,0.25738371,0.169,0.1,0.322,0.344
2015-01-08 15:00,0.014,0.01,0.007866595,0.037175846,0.028,0.024484705,0.029,0.028,0.041,0.013,0.050648958,0.008,0.013528092,0.040085724,0.022,0.007,0.06,0.085
2015-01-08 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-08 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 07:00,0.002,0.002415122,0.001,0.004506561,0.006,0.007565489,0.004,0.012,0.003,0.004,0.006284621,0.002,0.001852809,0.003,0.002,0.002,0.055,0.031
2015-01-09 08:00,0.024,0.030830243,0.023,0.030136481,0.038,0.067261954,0.038,0.058,0.028,0.027,0.044507923,0.03,0.025264046,0.032959187,0.026,0.025,0.122,0.13
2015-01-09 09:00,0.081,0.078415122,0.086333514,0.087370079,0.094,0.119139591,0.084,0.119,0.076,0.095,0.094376601,0.076,0.080411237,0.080583675,0.086,0.079,0.148,0.253
2015-01-09 10:00,0.166,0.172584878,0.167200108,0.243748014,0.265,0.355696466,0.161,0.175,0.163,0.242,0.179890656,0.178,0.166324718,0.167375512,0.21,0.176,0.192,0.363
2015-01-09 11:00,0.162,0.291547797,0.110799351,0.285944837,0.241,0.331657261,0.364,0.422,0.326,0.094,0.406630562,0.283,0.203138213,0.347387808,0.204,0.205,0.455,0.563
2015-01-09 12:00,0.043,0.112623405,0.03,0.078955369,0.086,0.102080784,0.219,0.362,0.128,0.031,0.220676525,0.097,0.055142702,0.172012296,0.058,0.041,0.566,0.398
2015-01-09 13:00,0.012,0.035396581,0.010133405,0.023396322,0.031,0.025676864,0.083,0.189,0.036,0.01,0.083678587,0.026,0.016380901,0.054212261,0.015,0.01,0.438,0.206
2015-01-09 14:00,0.003,0.007660486,0.003133405,0.006629921,0.009,0.005080784,0.019,0.061,0.008,0.002,0.025526319,0.005,0.002705618,0.010959187,0.004,0.002,0.232,0.082
2015-01-09 15:00,0,0,0,0,0,0,0,0.003,0,0,0.000584057,0,0,0,0,0,0.043,0.01
2015-01-09 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
